Customer_ID,Uplift_Score,Expected_Incremental_Profit,Send_Email_Uplift
TCB4319208,0.00012294971107072847,-498.5246034671513,False
TCB1721874,0.002859319528193428,-465.68816566167885,False
TCB9645002,0.0004987388528687231,-494.01513376557534,False
TCB9492632,0.0983285707718701,679.9428492624411,True
TCB1787075,0.0013165237517067689,-484.2017149795188,False
TCB2776917,0.17394545700259728,1587.3454840311674,True
TCB1548762,0.0007769869712804592,-490.6761563446345,False
TCB2227723,0.4016526304322968,4319.831565187562,True
TCB6584364,0.00404710282896783,-451.43476605238607,False
TCB9383455,0.0007157309946260628,-491.41122806448726,False
TCB3769661,0.058572522689968855,202.8702722796263,True
TCB1025498,0.13401913994012313,1108.2296792814775,True
TCB7889308,0.005973673826607196,-428.31591408071364,False
TCB1308680,0.00147281974236763,-482.32616309158846,False
TCB3811465,0.2396665458170349,2375.998549804419,True
TCB9639863,0.0009107559859284622,-489.0709281688585,False
TCB9320181,0.0034407567896142387,-458.71091852462916,False
TCB1465030,0.0014911920198429377,-482.10569576188476,False
TCB6015678,0.004199583031186907,-449.6050036257571,False
TCB7301137,0.5346219238274585,5915.463085929503,True
TCB6587941,0.005071270628039199,-439.1447524635296,False
TCB2856956,0.0007468307231867037,-491.03803132175955,False
TCB2479344,0.17215941062593687,1565.9129275112423,True
TCB5754772,0.0010895748022519938,-486.9251023729761,False
TCB5128134,0.5412491687125428,5994.990024550513,True
TCB6435711,0.0005660589129327399,-493.2072930448071,False
TCB1438951,0.005849977913212325,-429.8002650414521,False
TCB5379884,0.06039882780151538,224.78593361818457,True
TCB7765581,0.00023759037075644966,-497.1489155509226,False
TCB5914141,0.05580744997722489,169.68939972669875,True
TCB8981720,0.29106768980896275,2992.8122777075528,True
TCB5132811,0.0005906972130241694,-492.91163344370995,False
TCB6609806,0.00015589532636365737,-498.1292560836361,False
TCB1247276,0.0001199727935322173,-498.5603264776134,False
TCB5974648,0.1385311673793636,1162.3740085523632,True
TCB2499879,0.002474376293742101,-470.3074844750948,False
TCB8722782,0.0003227980776938015,-496.1264230676744,False
TCB3057684,0.11132293547989533,835.8752257587439,True
TCB7582928,0.00048182405617568184,-494.2181113258918,False
TCB7289494,0.08602453451829391,532.294414219527,True
TCB6109670,0.0035611844220579895,-457.2657869353041,False
TCB4931504,0.007837457129589647,-405.95051444492424,False
TCB2449406,0.00016910017472437987,-497.9707979033074,False
TCB2118392,0.0009909330727363433,-488.10880312716387,False
TCB9883075,0.022999919602940608,-224.0009647647127,False
TCB8437880,0.0008944364658686334,-489.2667624095764,False
TCB9058491,0.00016170848473222757,-498.0594981832133,False
TCB7444790,0.04683114787891856,61.973774547022686,True
TCB6845421,0.00021173719506028174,-497.45915365927664,False
TCB9384101,0.0022543933944657053,-472.94727926641156,False
TCB3055923,0.006374088645844556,-423.5109362498653,False
TCB1988999,0.0005095681520753802,-493.88518217509545,False
TCB5380774,0.001008130862794557,-487.9024296464653,False
TCB2439587,0.12438232391249544,992.5878869499454,True
TCB2370923,0.08755355060803686,550.6426072964423,True
TCB7948992,0.0024490859216952524,-470.61096893965697,False
TCB1581816,0.0012459396966614182,-485.048723640063,False
TCB8324793,0.2451257400088494,2441.508880106193,True
TCB8737367,0.0018803863695852302,-477.43536356497725,False
TCB6967541,0.11927287054717388,931.2744465660865,True
TCB8724531,0.05677803134884492,181.33637618613898,True
TCB4919986,0.014559156436983089,-325.29012275620295,False
TCB9188906,0.4162585748928926,4495.102898714711,True
TCB9362817,0.0006289673657534673,-492.4523916109584,False
TCB6841087,0.0016420373788624493,-480.2955514536506,False
TCB6995122,6.810845201168524e-05,-499.1826985758598,False
TCB2819736,0.00011420111253898308,-498.6295866495322,False
TCB6022420,0.2090476143696837,2008.5713724362045,True
TCB6952742,0.07006984988208886,340.8381985850664,True
TCB1824230,0.0038103618625026756,-454.2756576499679,False
TCB3993676,0.054620959249467735,155.45151099361283,True
TCB7785071,0.00012558795313783288,-498.492944562346,False
TCB9494247,0.008497075572681142,-398.0350931278263,False
TCB1839115,0.06594358548671476,291.3230258405772,True
TCB6462854,0.0010919545299477734,-486.8965456406267,False
TCB7326107,0.1388000097104315,1165.600116525178,True
TCB9304627,0.0008091307848326536,-490.2904305820082,False
TCB3333000,0.0002681710368752717,-496.7819475574967,False
TCB9723855,0.42058775880166593,4547.053105619992,True
TCB1698543,0.22534053643536858,2204.086437224423,True
TCB8735515,0.0005218436841207616,-493.73787579055085,False
TCB9026886,0.0019169214391312878,-476.99694273042456,False
TCB5572654,0.0010340331857003101,-487.5916017715963,False
TCB1237249,0.22141065335608082,2156.9278402729697,True
TCB2055257,6.90908918880027e-05,-499.17090929734394,False
TCB5906075,0.0002895113781219128,-496.5258634625371,False
TCB8100201,0.44722867840372477,4866.7441408446975,True
TCB4813348,0.03540271123895119,-75.16746513258573,False
TCB8082292,0.0035812329623562795,-457.0252044517247,False
TCB2826296,0.0009973118983964415,-488.0322572192427,False
TCB6981632,0.05866656784825117,203.99881417901395,True
TCB9816056,0.1327149834779174,1092.579801735009,True
TCB1791598,0.34651660258147615,3658.1992309777143,True
TCB2992811,0.00020399991795885775,-497.5520009844937,False
TCB8407463,0.0833779066089843,500.5348793078116,True
TCB7348042,0.036284183265757705,-64.58980081090755,False
